probes,Symbols,X,DCIS_1_S1.CEL,DCIS_2_S1.CEL,DCIS_3_S1.CEL,DCIS_4_S1.CEL,DCIS_5_S1.CEL,DCIS_6_S1.CEL,DCIS_7_S1.CEL,DCIS_8_S1.CEL,DCIS_9_S1.CEL,Healthy_1_S1.CEL,Healthy_2_S1.CEL,Healthy_3_S1.CEL,Healthy_4_S1.CEL,Healthy_5_S1.CEL
200756_x_at,CALU,200756_x_at,8.290480348,8.358506772,7.987783733,8.41513139,7.912429801,7.532210497,8.513384068,8.473429313,8.799306716,8.457104276,8.386592952,7.774335247,8.027973651,7.74303544
200757_s_at,CALU,200757_s_at,9.949912592,10.28323975,9.403663223,10.44060935,9.7771854,9.175952818,10.27392478,10.26690447,10.20611384,9.676979666,9.683477035,8.862330603,9.492246453,9.407148085
200758_s_at,NFE2L1,200758_s_at,9.193510783,9.321728329,9.029503902,9.495960018,9.278008238,9.110669713,9.797691724,9.086590739,9.115236907,10.20649462,9.938137108,9.352651879,10.09338716,10.01645805
200759_x_at,NFE2L1,200759_x_at,9.376632,9.623936659,9.114384954,9.480791711,9.63480603,9.266506301,9.995537911,9.163449029,9.226763098,10.328598,10.16249418,9.500288056,10.30671598,10.56277184
200760_s_at,ARL6IP5,200760_s_at,10.54084669,10.36555424,10.60935446,10.53989485,10.6949138,10.29629062,10.7786662,9.940944663,10.33419665,11.14566938,10.89568866,10.55382212,10.56082139,9.967249686
200761_s_at,ARL6IP5,200761_s_at,11.92329977,11.56038876,11.90925406,11.82398774,11.81646275,11.70579247,11.83068967,11.28845579,11.48006561,12.06636373,11.87389209,11.49401037,11.96223181,12.11835371
200762_at,DPYSL2,200762_at,10.77551283,11.55580701,10.6373542,11.58248847,10.83383614,10.43416647,10.30445309,11.18020473,10.88122755,11.96565119,11.95831301,11.72117936,12.35546898,11.88411878
200763_s_at,RPLP1,200763_s_at,14.33980169,14.49568262,14.40814003,14.40170511,14.3995063,14.51360233,14.30818228,14.2421141,14.14199681,14.29357449,14.26379454,14.45882175,14.27528813,14.19246291
200764_s_at,CTNNA1,200764_s_at,9.314263721,9.817483747,9.483542951,9.378051977,9.868249259,9.675957763,9.832668527,9.568504478,9.943328723,9.703537783,9.573778325,9.497540157,9.472184546,9.328146737
200765_x_at,CTNNA1,200765_x_at,10.58495355,11.01219202,10.53444463,10.35008578,10.92200473,10.79333316,11.03956315,10.70691287,11.00407335,10.64836015,10.6256359,10.6046773,10.63101475,10.71065558
200766_at,CTSD,200766_at,9.850956748,8.13325022,8.649658379,9.844835948,8.657625453,8.679206902,9.440346468,9.389086975,10.18062315,8.45652126,8.20661827,7.617309493,8.643364037,8.771413668
200767_s_at,FAM120A,200767_s_at,6.580760585,6.388525616,6.646687037,6.38594274,6.671772566,6.694373018,6.903474123,6.493007244,6.36308588,6.824419359,6.640588992,6.600008132,6.653004898,6.455252899
200768_s_at,MAT2A,200768_s_at,10.93151079,10.83311824,10.79072312,10.86119711,10.74071679,10.77560367,10.8920611,10.90248494,10.8954422,9.975175793,10.33198046,10.48080884,10.12449431,10.34251942
200769_s_at,MAT2A,200769_s_at,6.621250485,6.241560974,6.375041063,6.227896299,6.453897122,6.500417387,6.513390799,6.459636263,6.507129858,6.103176469,6.472017903,6.430604602,5.67120515,5.263685883
200770_s_at,LAMC1,200770_s_at,8.824860367,9.613545325,7.952888395,8.998837484,9.00505709,8.116889716,8.708529919,8.848556569,8.649332278,10.23636101,9.723653365,8.658221676,10.18914538,10.035138
200771_at,LAMC1,200771_at,10.49983746,11.55864415,10.05299627,11.09424284,10.1496057,9.831183879,10.26536723,10.97385313,9.674926931,11.96991449,11.53008923,10.97864531,11.89022796,11.47260321
200772_x_at,PTMA,200772_x_at,11.52248462,11.98298409,11.740022,11.53060171,12.06505095,11.92480029,11.99522842,11.55263964,11.86446843,10.96215697,11.3183499,11.70180051,11.26790518,11.36126074
200773_x_at,PTMA,200773_x_at,12.22979175,12.54484286,12.46196272,12.45960678,12.65161297,12.74128416,12.65786816,12.4847517,12.56532912,12.0014092,12.10698718,12.23386654,11.8539511,11.86257639
200774_at,FAM120A,200774_at,11.12843702,11.31925206,11.17659589,11.18431229,11.21776894,11.23144177,11.42612708,11.11879627,10.7429603,10.96426233,11.03879374,10.99717111,10.68920608,10.59264515
200775_s_at,HNRNPK,200775_s_at,12.3950302,12.44164684,12.51202288,12.29720839,12.51229991,12.44989833,12.64285391,12.28255555,12.26246959,11.794454,11.90828646,12.07892171,11.57933539,11.48394305
200776_s_at,BZW1,200776_s_at,9.405296183,9.313347915,9.898359107,9.740387928,10.08954884,9.659725046,10.14901365,9.768596374,8.761307256,9.309243578,9.485062397,9.06271439,8.894849869,8.449750001
200777_s_at,BZW1,200777_s_at,10.68130899,10.72168631,11.26983641,11.09695936,11.25214532,10.91192515,11.28277237,10.9798827,9.938660253,10.51246112,10.58151952,10.29936893,10.37214062,10.27035954
200778_s_at,SEPTIN2,200778_s_at,10.09022983,10.04326567,9.727491386,10.17382275,10.06705263,9.56144321,9.69243367,10.17248373,9.184172959,10.50449226,10.13857148,9.601245493,9.991320075,9.089966444
200779_at,ATF4,200779_at,10.68883559,10.5684108,10.5104138,10.66433911,10.48367542,10.89025659,11.00909622,10.04678656,11.0551829,10.80714507,11.19623408,11.22268481,10.86200928,10.80629309
200780_x_at,GNAS,200780_x_at,12.9962338,13.30614334,13.31901709,13.33762092,13.39487453,13.38084131,13.4763771,13.28353905,13.71435664,13.4948729,13.24462524,13.0164048,13.3889866,13.20241674
200781_s_at,RPS15A,200781_s_at,14.23683108,14.21913916,14.10280179,14.03016541,14.3920633,14.1206596,14.06705132,14.03711644,14.14550967,13.92034725,13.88570526,14.22554167,14.00380627,13.70494425
200782_at,ANXA5,200782_at,11.11835724,11.1349094,10.79179672,11.92078577,11.16292071,10.76451338,11.39119929,11.79354576,10.86112414,12.29738671,11.86137848,10.88571975,11.61298247,11.75792205
200783_s_at,STMN1,200783_s_at,7.657806907,7.565463974,8.017169899,8.368696326,8.320329929,8.345107194,7.491087859,8.763457137,9.74432256,6.88158359,7.227370211,7.462569602,7.029895169,7.141411886
200784_s_at,LRP1,200784_s_at,7.983195301,7.945475722,7.717278036,8.564874942,7.347488474,7.309168729,7.458873339,8.173213795,7.463769825,9.083543141,8.57905727,7.944389987,9.260194336,8.636572629
200785_s_at,LRP1,200785_s_at,7.324737127,7.662272127,6.827267021,7.965124114,6.786750895,6.717283334,6.690787217,7.262406994,6.594877196,8.829141643,8.178018767,7.336112567,8.640061498,8.554052401
200786_at,PSMB7,200786_at,10.53889041,10.25496606,10.3702994,10.26525324,10.7613774,10.78629316,10.42685889,10.29043801,10.64421744,10.50875262,10.24866709,10.49278596,10.42688003,10.46178476
200787_s_at,PEA15,200787_s_at,9.010706446,8.952576086,9.07173994,9.320392764,8.977705856,8.910619421,9.281613106,8.788413342,9.531295259,9.67380742,9.364189871,8.475742658,9.324863866,9.028817771
200788_s_at,PEA15,200788_s_at,11.03587871,11.19276217,10.91843495,11.3998545,10.88924329,11.03891291,11.06247809,11.22956246,11.75342689,11.45824247,11.30386633,10.76326638,11.35590321,11.75210928
200789_at,ECH1,200789_at,9.674323435,9.281939457,9.833331908,9.558971207,9.124867206,9.584565271,9.471664518,9.454739808,10.00308173,10.65879156,10.09789578,9.80064806,9.970724487,10.69301621
200790_at,ODC1,200790_at,9.323753969,9.178150222,8.858865036,9.458979456,9.495414681,9.579807954,9.096534447,11.07827421,10.23088616,9.133317866,9.290470104,9.90985267,9.180157583,9.464469894
200791_s_at,IQGAP1,200791_s_at,11.03886292,11.48633207,11.06750934,11.42161961,11.08019199,11.11789553,11.19752563,11.3732587,10.61051562,11.33076946,11.30003735,11.13036565,11.13861091,10.95169942
200792_at,XRCC6,200792_at,11.09949809,11.15392901,11.0995348,10.92229685,11.16581388,11.28412259,11.12042562,10.86477549,11.60939409,10.9226891,10.87130243,10.99385022,11.14320427,11.00667872
200793_s_at,ACO2,200793_s_at,9.590433775,9.68781919,9.811380787,9.647501015,10.0591488,10.63533665,9.753157695,9.493930975,10.30746464,10.47303006,10.02605931,9.56837646,10.72167503,10.6720203
200794_x_at,DAZAP2,200794_x_at,11.34318078,11.70524164,11.69533373,11.74553307,11.63322822,11.70841056,11.53376994,11.30503171,11.31330084,11.28715653,11.38003858,11.50195165,11.26053182,11.24007765
200795_at,SPARCL1,200795_at,11.38775378,12.53513445,11.68719374,12.49054696,11.39868327,11.52978052,11.09714837,12.12578655,11.67761482,12.83961406,12.7638409,12.29067673,12.72335694,12.2796245
200796_s_at,MCL1,200796_s_at,5.612435922,5.751442226,5.999607437,5.706724976,5.738702314,5.419836517,5.661934935,5.257617321,5.283912066,6.153834842,6.17240519,5.55398069,5.327162804,4.411723916
200797_s_at,MCL1,200797_s_at,11.75678323,12.01891918,11.92431463,11.71807858,11.60118555,11.33334632,11.93617218,11.24163154,11.15314381,11.59296417,11.43790182,11.18067586,11.34868372,11.70733833
200798_x_at,MCL1,200798_x_at,10.29323239,10.06095433,10.59406912,10.36607357,9.949775778,9.555814496,9.931480451,9.832146438,9.332013303,10.10751934,9.684411477,9.271128852,9.307782085,9.300309934
200799_at,NA,200799_at,12.34257188,12.30140921,12.56900167,11.9253833,12.91553083,12.30539477,12.32533477,12.4794513,12.93872122,11.97018148,12.21495363,12.42332304,11.95321735,12.55112114
200800_s_at,NA,200800_s_at,10.50220142,10.56670711,11.23922462,9.845223214,11.63533589,10.1940128,10.61221986,10.36508979,11.31642783,10.19217101,10.54873107,10.59883555,10.24715494,10.72594651
200801_x_at,ACTB,200801_x_at,13.82998367,13.96087708,13.8618903,14.0907839,13.98676253,13.8269837,14.06478258,13.91102794,14.09386577,13.85740564,13.89917854,13.21903773,13.56913522,13.49669491
200802_at,SARS1,200802_at,9.682954241,10.00010465,9.559278219,9.7651132,9.691266327,9.906961836,9.473605389,9.568218934,9.643758728,9.699938239,9.716291767,10.102624,9.922641736,9.790703712
200803_s_at,TMBIM6,200803_s_at,11.06420542,10.76919509,11.40882405,10.96438445,11.22456931,10.99192872,11.3288954,10.68701777,10.83131768,10.9592537,11.07481678,10.69812966,10.48796346,10.40310856
200804_at,TMBIM6,200804_at,11.15131909,11.49124612,11.31383134,11.32417339,11.49455687,11.83917935,11.64693826,11.09871747,11.06626846,11.16077364,11.31336282,11.12924312,11.1633133,11.31599191
200805_at,LMAN2,200805_at,8.727054362,8.837706908,8.966930783,8.735513454,9.089365853,8.899890343,9.027321528,8.775689129,9.011035515,8.447366915,8.358585132,8.460725836,8.619444444,8.741514372
200806_s_at,HSPD1,200806_s_at,9.967745013,9.038505174,10.18591853,9.213526544,10.09957223,10.09627673,9.606781521,8.67420235,9.667631864,9.775059437,9.853781228,10.56292585,9.585192439,8.824253386
200807_s_at,HSPD1,200807_s_at,12.6531816,11.803209,12.66758249,12.02566818,12.6136386,12.89271952,12.45553687,11.93235701,12.2889122,11.78095088,11.90233617,12.48684189,11.87406163,11.89959119
200808_s_at,ZYX,200808_s_at,9.44481051,10.04213121,9.385209196,10.04966594,9.631192821,9.015012929,9.926659006,9.538151533,9.192581479,9.160535906,9.621255891,9.319968433,9.34519605,9.490797886
200809_x_at,RPL12,200809_x_at,14.0322689,13.72715075,13.58317264,13.5005055,13.60865097,13.71612129,13.42475867,13.60510843,13.35130004,13.51350586,13.47688411,13.98775457,13.38711608,13.4940247
200810_s_at,CIRBP,200810_s_at,11.11374589,11.70754525,10.95573558,11.26741557,11.12405756,10.89780921,11.02608536,11.11342688,10.38785443,11.56839862,11.11622566,11.92865771,11.58616447,11.16865152
200811_at,CIRBP,200811_at,9.932596713,10.48273885,9.630588862,10.12329372,9.90648697,9.736889911,9.79291111,9.869570544,9.088857573,10.3473922,9.945761517,10.87229871,10.33341768,9.781832723
200812_at,CCT7,200812_at,10.49778342,10.16189463,10.34330344,9.829394522,10.20221202,10.19366802,10.40878766,10.12844303,10.73983194,9.953473116,9.939577423,10.2745334,10.16073043,10.15539497
200813_s_at,PAFAH1B1,200813_s_at,7.89645488,8.019491618,7.740812474,7.966715034,7.413044372,7.863849156,7.519381911,7.880807042,7.563678585,8.327967604,8.530913443,8.039718074,8.121161852,7.662598207
200814_at,PSME1,200814_at,10.77399884,10.72048532,11.17717559,10.36842932,10.80397086,11.01035279,10.55400979,10.25267917,9.818509115,10.58140654,10.46532425,10.85957057,10.37465601,10.2710822
200815_s_at,PAFAH1B1,200815_s_at,8.708524518,8.368359024,8.6947712,8.267311643,8.093526963,7.968578693,8.125243697,8.423278008,8.047924067,8.281267248,7.993995136,7.35166538,8.126307805,8.31329677
200816_s_at,PAFAH1B1,200816_s_at,9.559616228,9.683666068,9.353192815,9.617371635,8.924175985,9.441434448,8.762037251,9.436538908,9.227983956,9.876318115,9.916006289,9.697734196,10.01166377,10.03238538
200817_x_at,RPS10,200817_x_at,13.80569499,13.86744284,13.83162211,13.79302369,13.87763164,14.06220302,13.80758955,13.78713714,13.86772528,13.56461184,13.66846394,14.06348419,13.66121861,13.55492857
200818_at,ATP5PO,200818_at,11.67007385,11.72901347,11.34649475,11.73562189,11.25267394,12.14413964,11.62646284,11.76767867,12.85904415,11.97387686,11.87311995,11.90027089,11.91236621,12.18194992
200819_s_at,RPS15,200819_s_at,14.18416132,14.16395716,14.20863816,13.97803209,14.1248692,14.14895429,13.95711902,13.82371581,14.10407551,13.99024456,13.88273191,14.15957152,13.9166733,13.79082951
200820_at,PSMD8,200820_at,10.13213614,10.07869944,10.11941255,10.07078931,9.770499585,10.17338334,10.04201089,9.906693809,11.15822775,10.18147395,10.0495843,9.799916556,10.09972727,10.47349321
200821_at,LAMP2,200821_at,10.56763404,10.18753235,10.2436559,10.46397879,10.43708381,10.17994854,10.2405906,10.3348059,10.56966502,9.80826653,9.920250755,10.22926892,9.973259288,9.826775056
200822_x_at,TPI1,200822_x_at,11.18966844,10.98032856,11.15559433,10.97461918,11.73772715,11.39342274,11.88857891,11.03829923,10.52384563,10.53670216,10.44794242,10.55340727,10.54627319,10.63423288
200823_x_at,RPL29,200823_x_at,13.07677155,12.96904762,12.89769183,12.68630058,12.72170825,12.58806864,12.72904108,12.45895571,13.05822772,12.84409562,12.69673464,13.41720723,12.84376905,12.45119087
200824_at,GSTP1,200824_at,10.5599455,9.920251209,9.553298956,10.75253546,11.04616554,10.8750408,10.15039281,10.72387855,10.68093908,10.49802959,10.47296202,10.41290588,10.62775939,10.55381255
200825_s_at,HYOU1,200825_s_at,8.689084684,9.085406687,8.785882986,8.605382224,8.673932135,8.602089783,8.740118882,8.637740015,9.439703798,8.022085944,8.597212096,8.221922817,8.048869287,8.647007558
200826_at,SNRPD2,200826_at,11.88786937,11.9109182,12.4385435,11.65454367,11.53656819,12.10103408,11.43890914,11.5881046,11.64750153,11.33525546,11.33372557,12.11223899,11.36567016,11.26515622
200827_at,PLOD1,200827_at,9.227974294,9.205276594,8.350859832,9.289696198,8.94231514,8.568351672,8.697594438,9.471608896,9.952714343,8.755017177,8.86161929,9.000555789,9.044401919,9.184882419
200828_s_at,ZNF207,200828_s_at,9.821582102,9.883267322,9.783335463,9.705022743,9.665068603,9.870332635,9.645727898,9.553946346,9.700417982,9.556205316,9.505237714,9.450790175,9.38616855,8.969412371
200829_x_at,ZNF207,200829_x_at,10.1644175,10.0326561,10.01891214,9.866488593,9.888496787,10.16755796,9.865588874,10.05177159,9.880854312,9.514502585,9.553264006,9.725101053,9.583780433,9.659739002
200830_at,PSMD2,200830_at,9.773602946,9.710448902,9.659123753,9.532731731,9.833662995,9.625649366,9.747238721,10.16616667,10.63914282,9.722080508,9.453022569,9.246721156,9.666769956,10.07579938
200831_s_at,SCD,200831_s_at,10.15634684,8.49122197,9.701296495,9.46993416,10.81664387,8.715743097,8.878463902,8.837862063,10.1262942,12.28443199,10.96737079,9.325151228,12.50972779,12.37098917
200832_s_at,SCD,200832_s_at,12.18701045,9.05465745,11.68478117,11.58366595,12.72570879,10.46161918,11.34708461,10.18543568,11.99297319,13.07477403,12.03561184,10.50964012,13.46704579,13.01559727
200833_s_at,RAP1B,200833_s_at,11.36520317,11.53284702,11.20967268,11.70134496,11.32405563,11.38711735,10.9690712,11.16256139,10.73356937,11.77790075,11.70025516,11.36750303,11.92948391,11.7012424
200834_s_at,RPS21,200834_s_at,13.60706126,13.75655389,13.88144047,13.4725467,13.65109115,13.85843028,13.4179124,13.57745706,14.06666693,13.46469233,13.62557983,14.10901297,13.54740063,13.5894773
200835_s_at,MAP4,200835_s_at,5.764782496,5.663986421,5.774715484,5.765459572,5.666114771,5.952114053,5.52292618,6.094201144,5.825309883,5.685819692,5.948455628,6.324547483,5.663519083,5.954323671
200836_s_at,MAP4,200836_s_at,8.268109788,8.116337561,8.283949887,8.174569157,8.08686305,8.022619026,7.826560345,8.287110451,8.274667223,8.775008001,8.540592525,7.689709703,8.673299617,9.039108319
200837_at,BCAP31,200837_at,9.48388977,9.529337655,9.893663948,9.74159203,9.94860413,9.9147909,10.10211352,9.51072847,10.11155745,10.31370663,10.05789891,9.454011338,10.06330262,10.59832235
200838_at,CTSB,200838_at,12.08528741,10.80654978,10.4336137,12.52660855,10.75026571,10.5946301,10.99050834,11.67059863,10.0705746,10.77063392,10.54425145,9.89890042,10.43344883,10.4083829
200839_s_at,CTSB,200839_s_at,13.01185097,11.92532457,11.55180791,13.37576089,11.77167164,11.64160102,12.06618465,12.64962823,11.06371123,11.75484528,11.56573963,10.81066701,11.49679523,11.76056177
200840_at,KARS1,200840_at,11.5123986,11.31214174,11.49603879,11.31856035,11.67058489,12.11823521,11.50949367,11.46144436,11.95948095,11.51930964,11.47955003,11.87285242,11.80240599,11.81636554
200841_s_at,EPRS1,200841_s_at,6.888085726,6.666838071,6.571746443,6.279166736,6.421693772,6.714866466,7.39939762,6.253109751,6.804602351,6.885613475,6.817480675,6.757856944,6.046130808,5.604370535
200842_s_at,EPRS1,200842_s_at,9.743783552,9.589400001,9.499976258,9.181886186,9.185883403,9.494018472,9.925244693,9.297596465,9.726729417,9.331183727,9.125345613,9.452293332,9.269032121,8.80542195
200843_s_at,EPRS1,200843_s_at,9.904206457,9.648516346,9.730830945,9.717926066,9.354648157,9.662870994,10.10279859,9.586845143,10.04379665,9.05990423,8.982420639,9.368425834,9.160694391,9.231292243
200844_s_at,PRDX6,200844_s_at,11.26645143,11.07748173,10.86576028,10.77925085,10.7044609,10.9146599,11.02776472,10.61971741,11.04916501,11.88922301,11.80880084,11.1272085,12.17897118,12.00651424
200845_s_at,PRDX6,200845_s_at,11.07446459,10.97364941,10.68447198,10.80580338,10.57863467,10.96548128,10.85778611,10.51684986,11.00358129,11.78848647,11.43080816,11.04032495,12.03671496,12.00297922
200846_s_at,PPP1CA,200846_s_at,9.461549299,9.291058662,9.712647917,9.33006685,9.731540741,9.448525321,9.779513514,9.395771579,9.145287027,8.829278676,9.024782575,8.824269966,9.02246522,8.997463401
200847_s_at,SARAF,200847_s_at,11.64206094,11.44032629,11.32115804,11.51660981,11.0940641,11.47826231,11.15843116,11.27572085,10.75044021,10.97639886,11.06653985,11.4048554,10.93219049,11.07615571
200848_at,AHCYL1,200848_at,7.55805226,7.994592615,7.344163913,7.731338411,8.178530348,7.663077452,7.95743489,7.733749289,7.9649979,8.318923597,8.369250903,7.791602571,8.236656253,8.281087721
200849_s_at,AHCYL1,200849_s_at,9.066200071,9.514543601,8.81610145,9.130444442,9.350382742,9.011677144,9.202256221,9.190543242,9.281363791,9.433584499,9.4134864,8.899734393,9.54194097,9.822640234
200850_s_at,AHCYL1,200850_s_at,11.25393501,11.58734285,11.11598516,11.32354451,11.44635328,11.19594513,11.2543634,11.31439489,11.60617699,11.68047923,11.64361908,11.41549338,11.73354126,11.85543531
200851_s_at,IST1,200851_s_at,10.05974497,10.28930493,10.7716132,10.47165662,10.59458884,10.53631809,10.55370641,10.18279691,10.66573548,10.38327493,10.36659826,10.56700808,10.50130441,10.34900628
200852_x_at,GNB2,200852_x_at,9.236915737,9.363671712,9.64085427,9.15720218,9.636640548,8.710045477,10.63166688,9.320645839,9.32265986,9.219626562,9.186449248,8.813285444,9.293970793,8.969980511
200853_at,H2AZ1,200853_at,10.71435036,10.47873719,11.13453323,10.66423701,11.54021537,11.65378469,11.5806354,10.89723112,11.94363295,9.845034279,9.937254464,10.36592655,9.845597646,9.551193089
200854_at,NCOR1,200854_at,8.618520232,8.875136804,7.665356204,8.841573981,8.195210968,8.330621315,8.071473509,8.141747861,7.961798509,8.386787642,8.350320023,8.643843434,8.348659387,8.353796235
200855_at,NCOR1,200855_at,6.234508463,6.259632636,6.160892817,6.26382522,5.864342322,6.189891093,5.799110924,6.028602498,5.968988173,6.065737498,6.412869949,6.120633088,6.183691061,6.185378873
200856_x_at,NCOR1,200856_x_at,6.879657836,7.273478807,6.750225385,7.2422374,6.640392152,7.071699377,6.713111056,6.773892634,6.483833064,7.221508242,7.16636696,7.275097213,7.501851899,7.522386099
200857_s_at,NCOR1,200857_s_at,7.649165144,7.961553692,6.886168259,7.942719539,7.180508768,7.5327309,7.49157654,7.488165886,7.380037564,8.148465075,7.921911824,7.80601129,7.968843872,7.852436001
200858_s_at,RPS8,200858_s_at,12.39422419,12.45138898,12.2223738,12.37774883,12.39480559,12.56932037,12.14969148,12.41088268,12.59261749,12.27754388,12.32438682,13.17004604,12.16990363,11.80658551
200859_x_at,FLNA,200859_x_at,10.26440341,10.90831276,10.04935621,10.40187491,10.14609728,9.654424483,9.813844761,10.48802517,10.18319552,10.72532391,10.58024504,10.33591711,10.78288357,10.85332991
200860_s_at,CNOT1,200860_s_at,9.092933011,8.954849409,9.45348867,9.306274013,9.421614837,9.685219092,9.694673776,8.969144202,9.487703203,9.306274013,9.153559263,9.527044436,9.415166233,9.333794418
200861_at,CNOT1,200861_at,7.938248402,7.73725895,8.24438744,7.968845761,8.069097059,8.29401255,8.134057244,7.708469401,8.066367318,8.00344959,7.978782553,8.069989496,8.222070534,8.024802452
200862_at,DHCR24,200862_at,9.577359643,9.018364639,9.952778401,9.014887145,11.12250633,9.840289643,9.39931594,9.123455022,10.24994679,8.339487104,8.766981532,7.723869394,8.842328339,9.131578339
200863_s_at,RAB11A,200863_s_at,11.10291491,10.98600427,11.5018731,10.96822586,11.44435095,11.93654848,11.71783152,11.17783812,10.55883827,10.45494292,10.62122948,10.5122041,10.30573932,10.2487781
200864_s_at,RAB11A,200864_s_at,8.484812501,8.344942586,9.106115962,8.075470005,8.718413606,8.925015936,8.716216826,8.2148119,7.977016795,8.258685441,8.224360051,8.323041926,8.272533271,8.036235922
200865_at,EIF3F,200865_at,3.071064742,3.102171035,3.189120943,3.207121021,3.090098268,3.132872936,3.277278098,3.199073066,3.113596009,3.086079867,3.015849283,3.086079867,2.98680377,3.025604546
200866_s_at,PSAP,200866_s_at,11.74387388,10.85178561,10.81954055,11.81951495,10.8585214,10.72000035,11.08654864,11.17091106,10.93249163,11.48053877,11.50641526,10.59413584,11.59230971,11.15005355
200867_at,RNF114,200867_at,8.752509668,8.427196935,8.82595236,8.693007058,9.136519934,9.353404274,8.575999225,8.35288658,9.118206929,8.581007564,8.543898001,8.567350532,8.771111687,8.581490528
200868_s_at,RNF114,200868_s_at,8.51795778,8.084898617,8.59473826,8.320293977,8.792334797,8.38820333,8.118557803,7.886664353,9.132122143,8.46667234,8.382327572,8.432708689,8.53350385,8.028618029
200869_at,RPL18A,200869_at,13.21588021,13.37394362,13.52074015,13.28505909,13.38615716,13.59603818,13.02972364,13.25458465,13.60769092,13.04971804,13.19595004,13.68673531,13.11918336,12.62279289
200870_at,STRAP,200870_at,10.86232206,10.84302027,11.01205641,10.81065204,11.1208941,11.34091874,11.15402344,10.78019696,11.11514468,10.8322952,10.67179286,10.66293946,10.64771989,10.69057439
200871_s_at,PSAP,200871_s_at,13.22099775,12.48088141,12.34597232,13.22854084,12.33290549,12.33910492,12.67995258,12.99512295,12.45111376,12.67126737,12.68678438,12.00079988,12.79775157,12.88993524
200872_at,S100A10,200872_at,12.6603077,12.73650864,11.74097152,13.17403985,12.62978773,11.87509218,12.40492923,12.75197408,11.92381076,13.56056348,13.17873104,11.8004426,13.35539522,12.78026774
200873_s_at,CCT8,200873_s_at,10.73978302,10.63643977,10.33770472,10.79182161,11.34192434,11.27550231,10.76829944,10.45462782,11.36531062,10.10879204,10.5958192,10.82314201,10.16132903,10.27311759
200874_s_at,NOP56,200874_s_at,6.634475473,6.571435851,6.83476882,6.593614456,6.58324223,6.751089951,6.673935298,6.38649914,6.859039915,6.831899998,6.888230711,6.817682078,6.876273483,6.79909374
200875_s_at,NOP56,200875_s_at,9.95514318,9.859317352,10.29353943,9.658435207,10.32175662,9.878759694,9.87360206,9.718685529,10.5109737,9.207257604,9.396338424,9.868674475,9.377104763,9.511263217
200876_s_at,PSMB1,200876_s_at,11.4996318,11.05967287,11.4981461,11.21506527,11.69344547,11.91438887,11.51712582,11.41425539,12.41869601,11.76970581,11.45056778,11.30859153,11.59332305,11.47998767
200877_at,CCT4,200877_at,11.67175728,11.1066486,11.49963714,11.1475357,11.60694362,11.42190416,11.53486043,11.32769458,12.36499139,11.02208593,11.03533164,11.79578377,11.22024361,11.09846086
200878_at,EPAS1,200878_at,10.98054667,11.18967611,10.85129355,11.25008262,10.61468081,10.65428168,10.77083964,11.1238024,11.26208032,12.76094004,12.17327394,11.36445809,12.71117591,12.60279086
200879_s_at,EPAS1,200879_s_at,5.212171225,5.044861032,5.113825873,5.297826587,4.757407314,4.940101649,5.111104826,5.238842643,4.969145604,7.016840238,5.390623283,5.320321106,5.829761681,5.02352339
200880_at,DNAJA1,200880_at,10.05608861,9.891354081,9.858986938,9.787465883,10.58245872,10.46485017,9.863971986,9.698335766,9.884450965,9.65316818,9.767398231,9.731937334,9.605750057,9.610224723
200881_s_at,DNAJA1,200881_s_at,10.56309762,10.43372979,10.49973871,10.2696522,11.47760885,10.79472079,10.82602268,10.14981472,10.49109591,10.14383976,10.19842212,10.06594751,9.909896413,9.953845709
200882_s_at,PSMD4,200882_s_at,11.00026183,10.66048418,10.41460811,10.29943301,10.45526231,10.30209497,10.70789369,10.18985802,10.18998862,10.42576971,10.21672735,10.35602471,10.37916836,10.61570249
200883_at,UQCRC2,200883_at,10.45743899,10.06838325,9.961699089,9.860933695,9.591126919,10.12946441,9.669727268,9.844481106,9.943949766,10.68408347,10.21388881,10.56173539,10.39149974,10.03990213
200884_at,CKB,200884_at,7.12188288,7.338728284,6.558716233,6.877742624,9.457235635,8.418100797,8.775597778,6.692371414,6.748523779,8.813585088,8.531649698,7.535086374,9.608411268,9.144291509
200885_at,NA,200885_at,10.19988751,10.75869393,10.37813819,10.55409285,11.11207148,10.55596777,10.57421269,10.50851278,10.03369431,10.33147793,10.25785383,10.11773407,10.32313842,10.42825469
200886_s_at,PGAM1,200886_s_at,11.42433823,11.13338489,11.26064416,11.50185997,11.51253542,11.02739749,11.57966797,11.58250089,10.60460697,11.11065494,10.98933647,10.63601957,10.96518774,11.0401872
200887_s_at,STAT1,200887_s_at,11.75572911,10.66914286,11.87851145,11.21768139,11.2886333,12.15066723,10.09363593,11.02539556,10.19349617,10.53101373,10.20879398,10.1824419,10.31280597,10.78549086
200888_s_at,RPL23,200888_s_at,11.37828217,12.26444076,13.50203907,12.31756794,13.52979608,11.90314959,13.11601025,12.21979114,12.85512372,13.09640804,12.78812571,13.41084063,13.08121045,12.42144515
200889_s_at,SSR1,200889_s_at,8.310301153,7.97374876,8.101184905,8.451226389,8.438567773,8.012822629,8.454763282,8.518314278,8.176365506,7.916997281,7.923493418,7.645530924,7.436212897,7.698013869
